antecedents,consequents,support,confidence,lift
"frozenset({'Area_Category_Medium_Area', 'Bathroom_Category_Few_Bathrooms', 'Price_Category_Low'})","frozenset({'Parking_Category_No_Parking', 'Bedroom_Category_Few_Bedrooms'})",0.05789235639981909,0.9142857142857143,1.870014536804546
"frozenset({'Area_Category_Large_Area', 'Bathroom_Category_Few_Bathrooms'})","frozenset({'Parking_Category_No_Parking', 'Bedroom_Category_Few_Bedrooms'})",0.15649027589326098,0.9129287598944592,1.8672391194511095
"frozenset({'Area_Category_Large_Area', 'Price_Category_Medium', 'Parking_Category_No_Parking'})","frozenset({'Bedroom_Category_Few_Bedrooms', 'Bathroom_Category_Few_Bathrooms'})",0.07055630936227951,0.981132075471698,1.8572628586197981
"frozenset({'Area_Category_Large_Area', 'Price_Category_Medium'})","frozenset({'Parking_Category_No_Parking', 'Bedroom_Category_Few_Bedrooms', 'Bathroom_Category_Few_Bathrooms'})",0.07055630936227951,0.8764044943820225,1.8263245401306802
"frozenset({'Bathroom_Category_Few_Bathrooms', 'Price_Category_Low'})","frozenset({'Parking_Category_No_Parking', 'Bedroom_Category_Few_Bedrooms'})",0.2130257801899593,0.8870056497175142,1.8142178459994671
"frozenset({'Area_Category_Large_Area', 'Price_Category_Medium'})","frozenset({'Parking_Category_No_Parking', 'Bedroom_Category_Few_Bedrooms'})",0.0710085933966531,0.8820224719101124,1.8040256109095825
"frozenset({'Price_Category_Medium', 'Area_Category_Medium_Area', 'Parking_Category_No_Parking'})","frozenset({'Bedroom_Category_Few_Bedrooms', 'Bathroom_Category_Few_Bathrooms'})",0.06603346901854365,0.9480519480519481,1.7946428571428572
"frozenset({'Area_Category_Medium_Area', 'Bathroom_Category_Few_Bathrooms'})","frozenset({'Parking_Category_No_Parking', 'Bedroom_Category_Few_Bedrooms'})",0.14789687924016282,0.874331550802139,1.7882951515481307
"frozenset({'Area_Category_Large_Area', 'Bedroom_Category_Few_Bedrooms'})","frozenset({'Parking_Category_No_Parking', 'Bathroom_Category_Few_Bathrooms'})",0.15649027589326098,0.905759162303665,1.786470569003928
"frozenset({'Area_Category_Large_Area', 'Parking_Category_No_Parking', 'Bathroom_Category_Few_Bathrooms', 'Price_Category_Low'})",frozenset({'Bedroom_Category_Few_Bedrooms'}),0.0710085933966531,1.0,1.7801932367149758
"frozenset({'Area_Category_Large_Area', 'Bedroom_Category_Few_Bedrooms', 'Price_Category_Low'})","frozenset({'Parking_Category_No_Parking', 'Bathroom_Category_Few_Bathrooms'})",0.0710085933966531,0.9022988505747126,1.7796456365929434
"frozenset({'Area_Category_Large_Area', 'Price_Category_Medium', 'Parking_Category_No_Parking', 'Bathroom_Category_Few_Bathrooms'})",frozenset({'Bedroom_Category_Few_Bedrooms'}),0.07055630936227951,0.9936305732484076,1.7688544262900396
"frozenset({'Price_Category_Medium', 'Area_Category_Medium_Area', 'Parking_Category_No_Parking', 'Bathroom_Category_Few_Bathrooms'})",frozenset({'Bedroom_Category_Few_Bedrooms'}),0.06603346901854365,0.9931972789115646,1.768083078642085
"frozenset({'Area_Category_Medium_Area', 'Parking_Category_No_Parking', 'Bathroom_Category_Few_Bathrooms', 'Price_Category_Low'})",frozenset({'Bedroom_Category_Few_Bedrooms'}),0.05789235639981909,0.9922480620155039,1.7663932891435419
"frozenset({'Price_Category_Medium', 'Bedroom_Category_Few_Bedrooms'})","frozenset({'Parking_Category_No_Parking', 'Bathroom_Category_Few_Bathrooms'})",0.208955223880597,0.8936170212765957,1.7625220642663273
"frozenset({'Area_Category_Large_Area', 'Bathroom_Category_Few_Bathrooms', 'Price_Category_Low'})",frozenset({'Bedroom_Category_Few_Bedrooms'}),0.07643600180913614,0.9883040935672515,1.7593722631861457
"frozenset({'Price_Category_Medium', 'Area_Category_Medium_Area'})","frozenset({'Parking_Category_No_Parking', 'Bedroom_Category_Few_Bedrooms', 'Bathroom_Category_Few_Bathrooms'})",0.06603346901854365,0.8439306358381503,1.7586528141735631
"frozenset({'Area_Category_Large_Area', 'Price_Category_Medium', 'Bathroom_Category_Few_Bathrooms'})",frozenset({'Bedroom_Category_Few_Bedrooms'}),0.07281772953414745,0.9877300613496933,1.7583503749147922
"frozenset({'Area_Category_Large_Area', 'Price_Category_Medium', 'Parking_Category_No_Parking'})",frozenset({'Bedroom_Category_Few_Bedrooms'}),0.0710085933966531,0.9874213836477986,1.7578008689575546
"frozenset({'Area_Category_Large_Area', 'Parking_Category_No_Parking', 'Bathroom_Category_Few_Bathrooms'})",frozenset({'Bedroom_Category_Few_Bedrooms'}),0.15649027589326098,0.9857549857549858,1.754834358699093
"frozenset({'Parking_Category_No_Parking', 'Bathroom_Category_Few_Bathrooms', 'Price_Category_Low'})",frozenset({'Bedroom_Category_Few_Bedrooms'}),0.2130257801899593,0.9853556485355649,1.7541234612819114
"frozenset({'Price_Category_Medium', 'Bathroom_Category_Few_Bathrooms'})","frozenset({'Parking_Category_No_Parking', 'Bedroom_Category_Few_Bedrooms'})",0.208955223880597,0.8571428571428571,1.7531386282542618
"frozenset({'Price_Category_Medium', 'Area_Category_Medium_Area'})","frozenset({'Parking_Category_No_Parking', 'Bedroom_Category_Few_Bedrooms'})",0.06693803708729082,0.8554913294797687,1.7497607118221725
"frozenset({'Area_Category_Small_Area', 'Bedroom_Category_Many_Bedrooms'})",frozenset({'Price_Category_High'}),0.0673903211216644,0.58203125,1.74609375
"frozenset({'Price_Category_Medium', 'Area_Category_Medium_Area', 'Bathroom_Category_Few_Bathrooms'})",frozenset({'Bedroom_Category_Few_Bedrooms'}),0.06693803708729082,0.980132450331126,1.7448251591643473
"frozenset({'Area_Category_Medium_Area', 'Bedroom_Category_Few_Bedrooms'})","frozenset({'Parking_Category_No_Parking', 'Bathroom_Category_Few_Bathrooms'})",0.14789687924016282,0.8837837837837839,1.7431275164549027
"frozenset({'Area_Category_Medium_Area', 'Bathroom_Category_Few_Bathrooms', 'Price_Category_Low'})",frozenset({'Bedroom_Category_Few_Bedrooms'}),0.06196291270918137,0.9785714285714285,1.7420462387853692
"frozenset({'Area_Category_Small_Area', 'Bathroom_Category_Few_Bathrooms', 'Price_Category_Low'})","frozenset({'Parking_Category_No_Parking', 'Bedroom_Category_Few_Bedrooms'})",0.0777928539122569,0.8514851485148516,1.7415667561205705
"frozenset({'Area_Category_Large_Area', 'Parking_Category_No_Parking', 'Bedroom_Category_Few_Bedrooms', 'Price_Category_Low'})",frozenset({'Bathroom_Category_Few_Bathrooms'}),0.0710085933966531,0.9936708860759494,1.7408924953359148
"frozenset({'Area_Category_Large_Area', 'Price_Category_Medium', 'Parking_Category_No_Parking', 'Bedroom_Category_Few_Bedrooms'})",frozenset({'Bathroom_Category_Few_Bathrooms'}),0.07055630936227951,0.9936305732484076,1.740821868028708
"frozenset({'Price_Category_Medium', 'Area_Category_Small_Area', 'Parking_Category_No_Parking', 'Bedroom_Category_Few_Bedrooms'})",frozenset({'Bathroom_Category_Few_Bathrooms'}),0.0673903211216644,0.9933333333333334,1.740301109350238
"frozenset({'Area_Category_Large_Area', 'Price_Category_Medium'})","frozenset({'Parking_Category_No_Parking', 'Bathroom_Category_Few_Bathrooms'})",0.0710085933966531,0.8820224719101124,1.739653599815574
