area_sqft,bedroom,bathroom,parking,price,Cluster
1369.0,0,0,0,2600000,1
2053.5,5,5,1,36000000,0
3080.25,4,5,3,47500000,0
1369.0,0,0,0,28000000,1
9583.0,0,0,0,4000000,1
855.625,5,3,1,15000000,0
1197.875,6,3,2,20000000,0
1197.875,6,5,1,23000000,0
1197.875,5,2,1,18500000,0
1369.0,6,5,1,24500000,0
1369.0,6,6,1,23800000,0
2224.625,6,6,2,39000000,0
1540.125,5,5,1,31000000,0
1369.0,6,5,1,29000000,0
1197.875,6,5,1,25000000,0
2738.0,5,5,2,56000000,0
3080.25,5,5,3,67500000,0
3764.75,0,0,0,4000000,1
2053.5,0,0,0,3500000,1
1283.4375,6,6,1,37500000,0
7529.5,6,6,4,350000,0
2738.0,0,0,0,4200000,1
1625.6875,6,5,1,35000000,0
1197.875,5,3,2,22000000,0
1197.875,5,3,2,19500000,0
1197.875,5,3,2,17000000,0
1069.53125,6,4,1,17500000,0
4107.0,0,0,0,4500000,1
1069.53125,5,3,1,17500000,0
1411.78125,4,3,0,10000000,0
1112.3125,0,0,0,22000000,1
1711.25,2,1,1,25000,1
2053.5,11,3,1,22000000,0
1197.875,4,3,1,19000000,0
16770.25,0,0,2,1950000,1
1219.265625,0,0,0,120000000,2
7358.375,0,0,0,5750000,1
1818.203125,0,0,0,1600000,1
941.1875,5,2,1,22000000,0
1540.125,0,0,0,2500000,1
1304.828125,0,0,0,3000000,1
1060.975,5,4,1,17500000,0
5476.0,0,0,0,400000,1
1069.53125,4,3,1,18000000,0
2053.5,5,4,1,34000000,0
1369.0,5,0,1,26300000,1
23615.25,6,0,1,37000000,1
49835.02250000001,4,3,1,21000000,3
1155.09375,4,3,1,17000000,0
684.5,0,0,0,700000,1
1133.703125,0,0,0,2400000,1
1026.75,8,3,1,17000000,0
1283.4375,0,0,0,2800000,1
1026.75,4,3,1,16000000,0
2000.0,3,3,1,150000,0
1283.4375,10,3,1,22000000,0
2181.84375,0,0,0,65000,1
1369.0,2,1,1,11500000,1
1711.25,0,0,0,2100000,1
1197.875,4,4,2,19700000,0
1369.0,6,5,1,29000000,0
2909.125,6,6,3,45000000,0
2395.75,4,5,3,36000000,0
1882.375,5,5,2,35500000,0
1048.140625,0,0,0,6100000,1
65610.0,0,0,0,600000,3
941.1875,3,3,0,24100000,0
1026.75,4,2,1,15500000,0
2566.875,5,5,3,40000000,0
1026.75,3,2,1,20000000,0
1060.975,5,3,1,18000000,0
2224.625,18,16,1,35000000,4
1026.75,0,0,0,17000000,1
4791.5,0,15,20,100,5
1197.875,4,3,0,26000000,0
1882.375,0,0,0,4500000,1
3645.0,4,1,0,3650000,1
1197.875,0,0,0,3100000,1
1197.875,5,6,1,25500000,0
9240.75,0,0,0,350000,1
4107.0,5,5,4,68000000,0
1197.875,6,5,1,21500000,0
1026.75,6,0,5,18200000,0
7187.25,4,4,4,80000000,0
1060.975,6,5,1,19900000,0
5818.25,5,5,0,72000000,0
2053.5,5,5,0,60000000,0
4107.0,6,5,6,57500000,0
4791.5,5,5,4,66000000,0
1369.0,7,5,1,29900000,0
1369.0,7,7,1,29900000,0
1711.25,4,4,1,33500000,0
1625.6875,5,4,1,37500000,0
1283.4375,0,0,0,2300000,1
1369.0,0,0,0,2250000,1
1796.8125,3,2,3,23000000,0
1060.975,5,3,1,20600000,0
1369.0,5,3,1,26000000,0
2738.0,5,5,3,65000000,0
2395.75,4,5,3,45000000,0
1540.125,0,0,0,3500000,1
1642.8,0,0,0,1350000,1
19850.5,0,0,0,600000,1
1369.0,8,3,1,28500000,0
1369.0,4,3,1,35000,0
1711.25,0,0,1,40000000,1
2738.0,11,8,5,400000,0
17797.0,0,0,1,19000000,1
2738.0,2,1,5,70000,0
11978.75,2,1,1,11000000,1
1048.140625,4,5,1,19200000,0
1882.375,5,5,2,36000000,0
1369.0,4,4,1,20500000,0
1640.25,0,0,0,900000,1
1044.0,2,2,1,45000,1
1882.375,3,4,2,150000,0
1060.975,4,4,1,18000000,0
4449.25,5,5,4,72000000,0
1369.0,6,5,1,23000000,0
1060.975,6,4,1,19900000,0
1369.0,7,8,2,40000000,0
1197.875,5,5,1,21500000,0
1369.0,6,3,2,34500000,0
5476.0,4,4,4,70000000,0
2121.9500000000003,0,0,0,55000000,1
5133.75,5,5,4,65000000,0
2738.0,7,7,3,62000000,0
3422.5,0,2,2,5800000,1
1882.375,3,4,2,150000,0
912.6666666666666,4,3,2,35000,0
1540.125,0,0,0,25500000,1
855.625,0,0,1,13500000,1
1967.9375,0,0,0,28000000,1
1026.75,0,0,2,20000000,1
4791.5,4,4,2,67500000,0
1882.375,4,4,2,32500000,0
2395.75,4,4,2,35000000,0
1437.45,4,4,1,31000000,0
1129.425,4,4,1,32500000,0
1060.975,4,4,1,20000000,0
1540.125,2,3,4,35000000,0
1369.0,4,3,1,32500000,0
1711.25,10,0,0,22000000,0
2053.5,4,4,2,35000000,0
1369.0,0,0,1,26000000,1
1369.0,0,0,1,26500000,1
1197.875,0,0,0,11500000,1
1745.475,0,0,0,60000000,1
1711.25,7,6,1,37000000,0
18139.25,4,2,1,13200000,0
2738.0,0,0,0,1200000,1
1458.0,0,0,0,16000000,1
1026.75,0,0,0,900000,1
2187.0,0,0,0,200000,1
2053.5,16,3,0,27000000,0
7290.0,0,0,0,50000000,1
1283.4375,0,0,0,1800000,1
1711.25,0,0,0,3700000,1
1882.375,0,2,0,15000000,1
36450.0,0,0,0,2500000,3
1026.75,2,1,0,6500000,1
1540.125,7,0,2,27500000,0
1026.75,6,4,2,18000000,0
1112.3125,8,4,1,32000000,0
5.0,0,0,0,3000000,1
1925.15625,4,4,3,38500000,0
1369.0,4,4,1,35000000,0
1788.0,3,3,2,235000,0
1026.75,0,0,0,18200000,1
855.625,4,3,1,13500000,0
3280.5,0,0,0,600000,1
900.0,2,1,0,18000,1
1640.25,3,1,1,8000000,1
1197.875,3,3,0,60000,1
1296.0,0,0,0,2500000,1
1093.5,2,1,2,7500000,1
2310.1875,0,0,0,5700000,1
1026.75,0,0,0,2000000,1
