area_sqft,bedroom,bathroom,parking,price,Cluster
855.625,0,0,0,50000,1
2738.0,0,0,0,1150000,1
2395.75,6,5,5,32500000,0
4107.0,0,0,0,85000,1
2566.875,0,0,0,1050000,1
1133.703125,0,3,1,18000000,1
5240.703125,0,0,0,3000000,1
3593.625,0,0,0,20000000,1
1026.75,0,0,0,14500000,1
1711.25,0,0,0,1900000,1
1800.0,0,0,0,11000000,1
2738.0,0,0,0,45000000,1
3080.25,0,0,0,49500000,1
3422.5,3,3,4,70000000,0
3251.375,4,3,4,70000000,0
3080.25,0,0,0,4300000,1
1369.0,3,5,1,25000000,0
1369.0,16,4,1,16000000,0
941.1875,3,9,0,13500000,0
1048.140625,2,1,0,12000000,1
2224.625,0,0,0,2700000,1
1711.25,6,3,2,27800000,0
2224.625,3,3,2,36000000,0
27380.0,0,0,0,3800000,1
1711.25,5,0,2,180000,1
4620.375,8,9,4,100000000,0
3165.8125,6,3,4,60000000,0
1668.46875,0,0,0,4000000,1
5133.75,5,5,3,65000000,0
3422.5,6,6,3,56000000,0
2772.225,6,5,3,44500000,0
5818.25,5,5,3,85000000,0
2738.0,0,0,0,38000000,1
2395.75,0,0,0,2000000,1
1369.0,0,0,0,1375000,1
1369.0,0,0,0,1450000,1
1069.53125,8,0,0,19000000,0
2224.625,6,3,3,50000,0
2224.625,0,0,0,1700000,1
855.625,3,1,0,7500000,1
2738.0,5,4,2,47500000,0
1369.0,3,3,1,25000000,0
1326.21875,7,2,0,22500000,0
2053.5,5,4,2,35000000,0
400.0,0,0,0,1300000,1
2395.75,7,4,1,50000000,0
1882.375,0,0,0,4000000,1
1026.75,7,5,1,25000000,0
1048.140625,0,0,0,16500000,1
2395.75,5,4,2,46000000,0
2566.875,5,4,0,30000000,0
1647.078125,0,0,0,1700000,1
1882.375,0,0,0,3300000,1
1822.5,0,0,0,330000,1
1369.0,0,0,0,7000000,1
1711.25,2,4,3,28000000,0
1454.5625,0,0,0,35000000,1
1540.125,0,0,0,49000000,1
1642.8,0,0,0,4000000,1
2053.5,2,1,2,20000,1
4738.5,0,0,0,350000,1
1197.875,5,5,1,21500000,0
2738.0,0,0,0,3900000,1
1369.0,0,0,0,6700000,1
1711.25,7,5,1,25500000,0
2738.0,0,0,0,4200000,1
1048.140625,8,0,0,16500000,0
1454.5625,11,0,0,22000000,0
1369.0,0,0,0,10500000,1
3251.375,0,0,0,2200000,1
10.0,0,0,0,5000000,1
1454.5625,0,0,0,1250000,1
4107.0,5,7,3,70000000,0
1822.5,0,0,0,1250000,1
1967.9375,5,6,5,39500000,0
54760.0,0,0,0,1450000,3
27722.25,2,1,0,18000000,1
2310.1875,0,0,0,4300000,1
1026.75,3,4,1,22000000,0
5476.0,0,0,0,30000,1
2053.5,0,6,1,110000,0
683.0,2,1,1,40000,1
3080.25,0,0,0,5500000,1
2224.625,5,6,5,62500000,0
2395.75,0,0,0,8500000,1
11123.125,0,0,0,32500000,1
2053.5,18,6,6,47000000,0
1800.0,0,0,0,175000,1
2690.975,0,0,0,500000,1
5476.0,0,0,0,11000000,1
1026.75,0,4,4,22500000,0
8898.5,0,0,0,11000000,1
10609.75,0,0,0,13000000,1
2738.0,6,6,2,45000000,0
8898.5,6,7,10,130000000,5
3080.25,0,0,0,15000000,1
3165.8125,0,0,0,7500000,1
2224.625,0,0,0,4000000,1
4149.78125,4,5,2,120000000,2
1371.0,2,2,1,100000,1
855.625,3,3,1,45000,0
2200.0,0,0,0,350000,1
1711.25,6,5,1,22000000,0
1369.0,3,2,3,17000000,0
16428.0,24,0,15,550000,5
1369.0,10,8,2,30000000,0
1026.75,0,0,0,7000000,1
1390.390625,4,4,2,19000000,0
2004.75,0,4,0,18000000,1
8201.25,0,0,0,1550000,1
919.796875,1,1,1,12000000,1
855.625,23,10,0,122500000,4
2100.0,4,4,0,55000,0
1197.875,0,0,0,1500000,1
1369.0,0,0,0,1300000,1
3525.175,0,0,0,815000,1
2053.5,0,0,0,1350000,1
1967.9375,6,2,0,80000,0
1369.0,0,0,0,20000000,1
1026.75,8,3,0,17000000,0
1026.75,0,0,0,17000000,1
855.625,4,0,0,8500000,1
1711.25,0,0,0,1100000,1
1026.75,8,0,0,15500000,1
2395.75,0,0,0,2600000,1
16492.171875,0,0,0,60000000,1
4449.25,0,3,1,24000,1
2916.0,0,0,0,230000,1
13347.75,0,0,0,1200000,1
1711.25,0,0,0,5600000,1
1369.0,5,6,1,44000000,0
6845.0,6,6,10,100000000,5
6160.5,5,7,0,96000000,0
1540.125,6,6,2,28500000,0
1369.0,0,0,0,22500000,1
2772.225,17,10,2,41000000,0
1711.25,11,0,2,30000000,0
1711.25,0,0,0,2500000,1
1850.0,0,0,0,1200000,1
2100.0,3,4,2,170000,0
2224.625,5,6,3,65000000,0
2738.0,4,2,4,95000,0
16428.0,0,0,0,2300000,1
900.0,2,1,0,12000,1
6160.5,4,4,4,115000000,2
1711.25,0,0,0,4000000,1
1369.0,0,0,0,1400000,1
47385.0,0,0,0,2500000,3
1369.0,0,0,0,3500000,1
5476.0,0,0,0,1000000,1
1711.25,0,0,0,2300000,1
2738.0,0,0,1,230000,1
1369.0,0,0,0,2100000,1
2224.625,6,4,8,35000000,5
7871.75,7,4,3,140000000,2
1026.75,0,0,0,7500000,1
941.1875,0,0,0,9500000,1
1112.3125,0,0,0,20000000,1
1026.75,0,0,0,18000000,1
1721.25,0,0,0,12000000,1
2400.0,0,4,0,160000,1
2395.75,0,0,0,35000000,1
2200.0,0,0,0,25000,1
85562.5,0,0,0,150000,3
2738.0,0,0,0,15000,1
2053.5,1,1,2,25000,1
1026.75,0,2,1,35000,1
1540.125,0,0,0,5500000,1
962.578125,2,2,1,17600000,1
1197.875,0,0,0,18500000,1
1882.375,0,0,0,25000000,1
1711.25,5,4,1,33000000,0
1417.5,0,0,0,8000000,1
2053.5,2,2,1,22000,1
1026.75,9,4,3,22500000,0
1369.0,6,3,3,27500000,0
1369.0,6,3,1,23800000,0
1197.875,8,0,0,18500000,0
2139.0625,12,0,0,33000000,0
1369.0,10,0,0,23000000,0
1026.75,7,0,0,15500000,1
898.40625,0,0,0,8500000,1
2053.5,0,0,0,2000000,1
3294.15625,0,0,0,2225000,1
941.1875,0,0,0,19000000,1
1882.375,0,0,0,29800000,1
1711.25,0,0,0,3500000,1
1369.0,3,3,2,17000,0
615.0,0,0,0,200000,1
2139.0625,13,0,0,26200000,0
1026.75,0,0,0,4600000,1
1711.25,0,0,0,1000000,1
1369.0,4,4,1,26500000,0
10952.0,5,4,4,200000,0
2759.390625,0,0,0,8500000,1
1400.0,0,2,0,40000,1
10935.0,0,0,0,5500000,1
2823.5625,5,4,2,41000000,0
19166.0,0,0,0,550000,1
2200.0,0,0,0,175000,1
2395.75,11,0,0,42000000,0
162.0,0,0,0,20000000,1
1711.25,0,0,0,2800000,1
10267.5,0,0,0,1800000,1
3422.5,0,0,0,1300000,1
1112.3125,0,0,0,21500000,1
1283.4375,0,0,0,2500000,1
1540.125,6,4,2,25500000,0
1026.75,0,0,0,15000000,1
1369.0,5,5,2,32000000,0
1093.5,0,0,0,5000000,1
1369.0,0,0,0,2900000,1
1112.3125,0,0,0,2700000,1
1454.5625,6,3,2,32000000,0
900.0,0,0,0,15000,1
1090.921875,0,0,0,11500000,1
1283.4375,0,0,0,1500000,1
1604.296875,0,0,0,1200000,1
10952.0,16,20,1,125000000,4
1369.0,0,0,0,5400000,1
855.625,8,0,0,14000000,1
3000.0,0,0,0,250000,1
1093.5,2,1,0,5000000,1
3080.25,0,0,0,49500000,1
4449.25,0,0,0,1700000,1
1604.296875,0,0,0,1100000,1
1369.0,0,0,0,10000000,1
3645.0,0,0,0,100000,1
5476.0,0,0,0,8500000,1
10.0,0,0,0,25000000,1
1711.25,0,0,0,9500000,1
3080.25,5,5,4,80000000,0
1026.75,5,2,1,17000000,0
900.0,2,1,0,18000,1
800.0,0,0,0,40000,1
700.0,1,1,0,15000,1
1026.75,2,2,1,10000000,1
1197.875,9,5,3,30000000,0
2738.0,0,0,0,4500000,1
1540.125,0,0,0,1200000,1
3422.5,0,0,0,1300000,1
1369.0,0,0,0,1700000,1
1197.875,0,3,2,22500000,0
2738.0,0,0,0,5500000,1
3764.75,0,0,0,7000000,1
4107.0,0,0,0,5500000,1
1711.25,11,0,0,22000000,0
8520.0,0,0,0,37000000,1
2310.1875,0,0,0,36000000,1
855.625,7,0,0,13200000,1
1454.5625,18,0,0,29000000,0
2200.0,5,4,0,80000,0
1711.25,0,0,0,20500000,1
1197.875,3,4,1,27000000,0
2053.5,0,0,0,8000000,1
1454.5625,0,0,0,12000000,1
1197.875,5,3,0,19500000,0
1300.0,3,1,0,15000,1
1000.0,0,0,0,25000,1
1454.5625,0,0,0,19500000,1
1369.0,0,0,0,3700000,1
3422.5,0,0,0,1350000,1
1369.0,0,0,0,3700000,1
1369.0,0,0,0,1500000,1
1732.640625,0,0,0,1600000,1
16428.0,0,0,0,4000000,1
5476.0,0,0,0,5000000,1
1369.0,11,5,0,26500000,0
1369.0,11,0,0,25500000,0
2374.359375,5,2,1,29500000,0
1403.225,0,3,2,23500000,0
855.625,4,3,0,15000000,0
1090.921875,4,3,0,19000000,0
855.625,4,3,0,15000000,0
200.0,0,0,0,1700000,1
1283.4375,4,3,0,23500000,0
1026.75,5,4,0,18000000,0
1112.3125,3,3,2,18500000,0
1640.25,0,0,0,15000000,1
1540.125,7,3,0,24500000,0
1540.125,0,0,3,33000000,1
2053.5,0,0,0,6500000,1
4107.0,0,0,0,6500000,1
4107.0,0,0,0,6500000,1
5476.0,0,0,0,5500000,1
3827.25,0,0,0,19000000,1
1026.75,2,1,1,4800000,1
400.0,0,0,0,900000,1
2395.75,0,0,0,21500000,1
1796.8125,0,0,0,26000000,1
1224.0,13,0,0,26000000,0
72899.25,0,0,0,1300000,3
1112.3125,0,0,0,2300000,1
3422.5,4,1,3,20000000,0
1262.046875,4,4,1,19500000,0
4791.5,5,5,0,51000000,0
1369.0,4,4,1,26500000,0
1369.0,5,3,4,29500000,0
1668.46875,0,0,0,1550000,1
2551.5,0,0,0,200000,1
7187.25,0,0,0,15000000,1
1822.5,0,0,0,650000,1
1026.75,0,0,0,1600000,1
1369.0,0,0,0,1600000,1
1026.75,2,3,1,15000000,0
1026.75,3,4,1,40000000,0
3764.75,6,2,1,17500000,0
6845.0,6,6,4,90000000,0
11636.5,4,3,0,13500000,0
900.0,0,0,0,2000000,1
11978.75,0,0,0,15000000,1
200.0,0,0,0,1500000,1
700.0,0,0,0,1500000,1
300.0,0,0,0,1800000,1
1026.75,3,1,0,11000000,1
1369.0,0,0,0,1400000,1
3080.25,5,5,0,70000000,0
300.0,0,0,0,1400000,1
1800.0,0,0,0,4500000,1
1197.875,5,5,1,17900000,0
2395.75,5,5,2,34500000,0
1026.75,0,0,0,27000,1
2395.75,7,6,3,41000000,0
513.375,7,4,0,18500000,0
1700.0,0,0,0,1900000,1
1369.0,0,0,0,1500000,1
941.1875,0,0,1,50000,1
10952.0,5,6,10,105000000,5
1026.75,0,0,0,3000000,1
2053.5,9,10,2,36500000,0
1026.75,0,0,0,15000000,1
1197.875,5,4,2,21000000,0
2738.0,0,0,0,38000000,1
500.0,0,0,0,600000,1
855.625,0,0,0,11000000,1
900.0,4,0,0,22000,1
1454.5625,2,1,0,7500000,1
1095.2,7,3,0,17500000,0
1369.0,0,0,0,1350000,1
5760.0,0,0,0,9000000,1
1625.6875,0,0,0,1700000,1
2736.0,0,0,0,1400000,1
1369.0,0,0,0,5000000,1
1026.75,0,0,0,5200000,1
900.0,0,0,0,20000,1
20535.0,0,0,0,1800000,1
3080.25,0,0,0,27000000,1
1347.609375,2,1,0,13000000,1
1197.875,0,0,0,13000000,1
2925.0,0,0,0,48000000,1
10267.5,0,0,0,250000,1
900.0,2,1,0,30000,1
3165.8125,0,0,0,1050000,1
1369.0,7,3,0,8000000,0
1454.5625,4,3,1,48000,0
871.8,0,0,0,30000,1
1060.975,5,6,1,17800000,0
2738.0,0,0,0,4000000,1
1197.875,5,6,1,21800000,0
1283.4375,0,0,0,29000000,1
2566.875,0,0,0,6000000,1
7836.75,24,22,3,4500000,4
1026.75,0,0,0,3500000,1
2310.1875,0,0,0,2400000,1
1060.975,4,3,0,23000000,0
1369.0,5,0,0,29000000,1
22588.5,0,0,0,1000000,1
5476.0,3,4,4,70000000,0
700.0,0,0,0,13000,1
1540.125,0,0,0,37500000,1
3992.9166666666665,0,0,0,4500000,1
1454.5625,0,0,0,11500000,1
941.1875,6,0,0,12500000,1
1369.0,0,0,0,2900000,1
2004.75,0,0,0,350000,1
2224.625,6,0,4,42500000,0
21904.0,0,0,0,200000,1
3422.5,0,0,0,4200000,1
1711.25,0,0,0,2400000,1
4107.0,0,0,0,2300000,1
1711.25,0,0,0,1200000,1
598.9375,0,0,0,25000000,1
1369.0,0,0,0,22000000,1
1369.0,5,4,2,30000000,0
1026.75,0,0,0,17500000,1
2738.0,0,0,0,130000,1
855.625,0,0,0,15000000,1
1540.125,0,0,0,3700000,1
1711.25,0,0,5,76000000,0
1283.4375,0,0,0,1450000,1
700.0,2,1,1,12000000,1
2224.625,7,5,3,37000000,0
5476.0,0,0,0,800000,1
1026.75,0,0,0,4000000,1
1369.0,5,4,0,26000000,0
1026.75,0,0,0,1400000,1
1540.125,0,0,0,2200000,1
1711.25,11,0,0,29800000,0
1197.875,0,0,0,1800000,1
9240.75,0,0,0,350000,1
1000.0,0,0,0,1700000,1
1000.0,0,0,0,800000,1
1000.0,0,0,0,1900000,1
1604.296875,6,4,1,25000000,0
2053.5,0,0,0,32000000,1
1822.5,0,0,0,10000000,1
342.25,0,0,0,15000000,1
2566.875,0,0,0,9500000,1
1967.9375,0,0,0,3500000,1
700.0,2,1,0,15000,1
1283.4375,0,0,0,1650000,1
1026.75,0,0,0,11000000,1
1000.0,0,0,0,16000,1
700.0,0,0,0,25000,1
1403.225,6,3,2,17000000,0
900.0,3,2,0,17000,1
1946.546875,0,0,2,35000000,1
1369.0,4,4,2,30000000,0
1860.984375,0,0,0,22000000,1
1283.4375,0,0,0,24000000,1
342.25,0,0,0,4000000,1
2224.625,0,0,0,2750000,1
1540.125,0,0,0,1900000,1
911.25,0,0,0,8500000,1
911.25,0,0,0,8000000,1
1369.0,0,0,0,2500000,1
8898.5,6,3,6,200000,0
2738.0,0,0,0,6000000,1
2738.0,0,0,0,1200000,1
1219.265625,0,0,0,21000000,1
6160.5,0,0,0,1500000,1
1240.65625,0,0,0,22500000,1
10952.0,0,0,0,115000000,2
1369.0,0,0,0,28000000,1
1711.25,0,0,0,10000000,1
2738.0,0,0,0,25000000,1
2032.109375,0,0,0,3500000,1
1369.0,6,6,1,24000000,0
1369.0,6,6,1,24000000,0
1026.75,5,3,3,21000000,0
3764.75,0,0,0,5500000,1
1711.25,0,0,0,5000000,1
2823.5625,0,0,0,2000000,1
1369.0,0,0,0,2500000,1
1026.75,0,0,0,12500000,1
600.0,3,0,0,19500,1
1711.25,0,0,0,1000000,1
1369.0,5,3,0,27500000,0
1369.0,0,0,0,24000000,1
1197.875,0,0,0,2000000,1
1369.0,11,3,0,24000000,0
1369.0,0,0,0,1900000,1
11294.25,0,0,0,11500000,1
1129.425,7,4,0,24500000,0
1369.0,0,0,0,100000,1
1800.0,0,0,0,600000,1
5476.0,0,0,0,250000,1
1540.125,3,5,1,28500000,0
6160.5,0,0,0,1050000,1
2738.0,0,0,0,4200000,1
3422.5,4,6,4,62000000,0
2053.5,6,6,2,42500000,0
1369.0,5,5,1,24500000,0
2738.0,6,6,2,45000000,0
2224.625,0,0,3,33000000,1
3721.96875,0,0,0,80000000,1
1369.0,0,0,0,46500000,1
1369.0,5,0,0,34000000,1
400.0,0,0,0,800000,1
1711.25,0,0,0,2200000,1
1369.0,0,0,0,6500000,1
4701.0,0,0,0,5800000,1
2700.0,4,3,1,21500000,0
1026.75,5,3,0,15900000,0
1481.0,3,2,1,60000,1
2053.5,3,3,0,110000,1
4908.015483,0,0,0,350000,1
1796.8125,0,0,0,1650000,1
1112.3125,0,0,0,23500000,1
855.625,0,0,0,1000000,1
1369.0,0,0,0,42000000,1
1796.8125,0,0,0,14000000,1
1000.0,0,0,0,6500000,1
700.0,0,0,0,1800000,1
1000.0,0,0,0,2000000,1
500.0,0,0,0,2000000,1
3000.0,0,0,0,9000000,1
500.0,0,0,0,900000,1
400.0,0,0,0,550000,1
1711.25,0,0,0,2000000,1
1112.3125,2,1,0,8500000,1
3645.0,0,0,0,330000,1
1112.3125,0,0,0,3500000,1
2025.0,0,0,0,175000,1
1176.484375,0,0,0,4100000,1
1822.5,3,3,3,13500000,0
5818.25,10,10,0,150000000,2
1112.3125,0,0,0,12500000,1
1711.25,0,0,0,2700000,1
1967.9375,0,0,0,675000,1
2738.0,0,0,0,46000000,1
1796.8125,0,0,2,33000000,1
7187.25,0,0,0,3200000,1
1369.0,0,0,0,1900000,1
1095.2,6,3,1,19000000,0
15000.0,4,3,1,175000,0
1369.0,0,0,0,15,1
1711.25,4,4,2,30500000,0
2224.625,0,0,0,1250000,1
1640.25,4,3,1,15000000,0
1026.75,6,3,2,21000000,0
3764.75,0,0,0,6000000,1
1197.875,6,3,1,22500000,0
1822.5,11,6,3,23000000,0
1822.5,0,0,0,300000,1
2053.5,0,0,0,3200000,1
3080.25,0,0,0,2200000,1
2738.0,10,5,5,55000000,0
3764.75,0,0,0,2550000,1
2053.5,5,4,0,40000000,0
4791.5,0,0,0,2600000,1
1026.75,0,0,0,2350000,1
1026.75,2,1,1,10600000,1
1026.75,0,0,0,35000,1
4791.5,0,0,0,38000,1
1561.515625,0,0,0,1850000,1
21870.0,0,0,0,2000000,1
1900.0,4,5,1,19000000,0
4.0,0,0,0,1500000,1
8214.0,0,0,0,2200000,1
8.0,0,0,2,55000000,1
4791.5,0,0,0,20000000,1
6160.5,0,0,0,2250000,1
1989.328125,0,0,0,2600000,1
5818.25,0,0,0,150000000,2
3645.0,0,0,0,490000,1
1625.6875,0,0,0,1450000,1
75000.0,0,0,1,100,3
1711.25,5,2,0,39000000,0
3422.5,4,4,3,39000000,0
3764.75,0,0,0,4700000,1
1200.0,3,3,0,110000,1
1369.0,0,0,0,2800000,1
2181.84375,0,0,0,26000000,1
4791.5,0,0,0,725000,1
1200.0,2,2,0,180000,1
3080.0,6,4,2,125000,0
2395.75,0,0,0,33000000,1
1989.328125,0,0,0,2100000,1
2738.0,0,0,0,170000,1
2738.0,7,5,5,160000,0
1369.0,0,0,0,24500000,1
6160.5,0,0,0,61500000,1
3422.5,4,5,0,70000000,0
2738.0,0,0,0,1000000,1
5989.375,9,4,0,70000000,0
1026.75,7,3,0,9000000,0
8.0,9,3,0,130000,0
2053.5,0,0,0,1200000,1
1369.0,0,0,0,1950000,1
850.0,2,1,1,30000,1
2845.0,5,4,5,35000000,0
1369.0,0,0,0,2200000,1
5476.0,6,3,8,300000,5
1026.75,0,0,0,2500000,1
1369.0,6,0,1,25000000,1
1026.75,0,0,1,16000000,1
6845.0,1,1,0,16000,1
1095.2,2,1,1,10500000,1
1026.75,3,3,0,12500000,0
500.0,3,0,0,22000,1
11636.5,0,2,0,13500000,1
2738.0,0,0,0,1250000,1
7187.25,0,0,0,3000000,1
2395.75,42,0,0,142500000,4
2395.75,4,2,0,90000,1
5476.0,5,4,0,150000,0
8556.25,5,4,0,250000,0
1026.75,0,0,0,40000,1
2395.75,0,0,0,125000,1
49284.0,0,0,0,900000,3
3422.5,0,0,0,100000,1
3422.5,0,0,0,175000,1
3080.25,0,0,0,150000,1
5818.25,6,4,0,125000,0
1369.0,3,3,0,100000,1
1026.75,0,0,0,1500000,1
1369.0,6,5,0,19500000,0
8214.0,3,0,0,97500000,0
2087.725,7,4,0,38000000,0
5476.0,4,6,0,125000,0
150.0,0,0,0,550000,1
1369.0,0,0,0,4500000,1
1369.0,0,0,3,210000,1
2395.75,4,3,0,29500000,0
1197.875,0,0,0,4500000,1
1369.0,6,0,0,14000000,1
1385.0,3,3,0,120000,1
2200.0,5,0,0,30000,1
7871.75,5,5,0,185000,0
1317.6625,0,0,0,43500000,1
2429.975,0,0,0,2800000,1
5476.0,17,5,0,300000,0
1369.0,5,4,0,200000,0
1112.3125,10,3,0,22000000,0
3.0,0,0,0,1125000,1
2738.0,5,3,0,120000,0
2053.5,3,2,1,29500000,0
2395.75,5,5,3,45000000,0
1369.0,12,4,0,22500000,0
5476.0,0,0,0,1600000,1
600.0,0,0,0,3000000,1
1711.25,4,3,0,100000,0
400.0,0,0,0,1700000,1
2010.71875,0,0,0,2500000,1
1197.875,3,4,0,18000000,0
2156.175,9,4,0,34500000,0
4791.5,7,6,0,72500000,0
1026.75,2,1,0,11500000,1
1711.25,9,7,0,27500000,0
18481.5,0,0,0,100000,1
1369.0,0,0,0,3500000,1
15.0,0,0,0,875000,1
1369.0,4,4,1,31500000,0
6502.75,0,0,0,170000000,2
9583.0,0,0,0,1700000,1
2139.0625,0,2,1,7700000,1
174.3,0,0,0,25000,1
3251.375,0,0,0,2650000,1
2395.75,0,0,0,6200000,1
1711.25,2,3,0,37500000,0
4107.0,0,0,0,3800000,1
1540.125,4,3,1,32500000,0
2738.0,3,3,5,80000,0
3098.25,0,0,0,600000,1
2524.09375,0,0,0,1900000,1
1593.0572,0,0,0,1600000,1
2738.0,0,0,0,1000000,1
2395.75,0,0,0,2400000,1
3280.0,0,0,0,390000,1
1369.0,0,0,0,17500000,1
2053.5,0,0,0,37500000,1
2916.0,0,0,0,12500000,1
1822.5,0,0,0,380000,1
2733.75,0,0,0,15000000,1
400.0,0,0,0,900000,1
700.0,0,0,0,1300000,1
21904.0,0,0,0,1500000,1
2395.75,2,1,1,25000000,1
1026.75,0,0,0,18000000,1
2053.5,3,3,1,65000,0
1540.125,0,0,0,2000000,1
1000.0,0,0,0,30000,1
18225.0,0,0,0,250000,1
1300.0,3,2,2,22000,1
800.0,2,1,2,20000,1
3764.75,0,0,0,4200000,1
7290.0,0,0,0,350000,1
817.0,11,2,2,15200000,0
1625.6875,2,1,0,13800000,1
38503.125,4,0,2,45000000,3
2395.75,4,6,0,57500000,0
500.0,0,0,0,600000,1
4107.0,4,3,3,175000,0
600.0,0,0,0,700000,1
1112.3125,0,0,0,1350000,1
1155.09375,8,4,1,29000000,0
1112.3125,7,0,0,17800000,1
1369.0,5,3,0,29000000,0
1475.953125,0,0,0,2400000,1
15401.25,0,0,0,2100000,1
4577.59375,7,5,3,6750000,0
1197.875,0,0,0,9000000,1
8556.25,5,4,4,400000,0
1540.125,0,0,0,3500000,1
1604.296875,0,0,0,45000000,1
420.0,0,0,0,2500000,1
3422.5,0,0,0,4100000,1
2738.0,0,0,0,51000000,1
2187.0,0,0,0,6700000,1
27380.0,0,0,0,550000,1
1775.421875,0,0,0,29000000,1
1561.515625,0,0,0,1900000,1
2224.625,0,0,0,75000000,1
1197.875,0,0,0,26500000,1
2224.625,0,0,0,36500000,1
1369.0,0,0,0,41000000,1
35594.0,0,0,0,40000000,3
44492.5,0,0,0,5600000,3
500.0,0,0,0,40000,1
2053.5,0,0,0,30000000,1
1112.3125,4,2,0,14200000,1
2738.0,0,0,0,5500000,1
1026.75,0,0,0,1700000,1
5561.5625,0,0,0,75,1
700.0,0,0,0,3200000,1
1197.875,0,0,0,17500000,1
1369.0,0,0,0,20000000,1
3422.5,0,0,0,2000000,1
5.0,0,0,0,3800000,1
1450.0,0,1,2,20000,1
3080.25,0,0,0,3000000,1
1711.25,2,1,0,15000000,1
4449.25,13,0,0,70000000,0
1060.975,6,3,0,16500000,0
2566.875,6,4,3,53000000,0
1882.375,0,0,0,3200000,1
2395.75,0,0,0,5500000,1
2395.75,0,0,0,3200000,1
5647.125,0,0,0,2550000,1
1095.2,0,0,0,1350000,1
752.95,0,0,0,3200000,1
2738.0,6,5,3,43000000,0
2053.5,9,1,1,21500000,0
1369.0,0,0,0,250000000,2
1093.5,3,1,0,6400000,1
6845.0,0,0,0,4300000,1
1197.875,4,3,2,24500000,0
2738.0,18,6,0,80000000,0
1369.0,0,0,0,3600000,1
3645.0,0,0,0,3800000,1
4449.25,0,0,0,3600000,1
3645.0,0,0,0,9000000,1
1822.5,15,6,10,23000000,5
1711.25,0,0,1,33500000,1
1711.25,9,4,0,32000000,0
855.625,0,0,1,14000000,1
1369.0,10,3,0,35000000,0
1437.45,4,4,0,25500000,0
1369.0,12,4,4,24000000,0
1796.8125,1,1,1,18700000,1
800.0,0,0,0,19500,1
9583.0,0,0,0,1600000,1
1197.875,5,3,0,16500000,0
1369.0,0,0,0,750000,1
27380.0,0,0,0,1250000,1
1026.75,0,0,0,25000000,1
1745.475,10,0,0,31800000,0
3080.25,0,0,0,2500000,1
1369.0,0,0,0,27500000,1
1403.225,0,0,0,26000000,1
600.0,0,0,0,800000,1
1369.0,4,0,0,9500000,1
1026.75,0,0,0,15000000,1
2000.0,4,3,0,43000,0
2224.625,0,0,0,150000000,2
1882.375,5,4,0,42500000,0
800.0,0,0,0,30000,1
1411.78125,0,0,0,1675000,1
700.0,0,0,0,6000000,1
3080.25,0,0,3,60000000,1
2087.725,0,0,0,40000000,1
1283.4375,0,0,0,29500000,1
1060.975,3,2,0,19000000,1
4278.125,0,0,0,7500000,1
1882.375,4,3,0,32500000,0
2224.625,5,5,0,44500000,0
1711.25,5,4,0,32000000,0
1471.675,5,3,0,26000000,0
6160.5,0,0,0,2800000,1
1095.2,4,2,0,9500000,1
5476.0,0,0,0,400000,1
1711.25,6,4,0,25000000,0
1369.0,5,2,0,17500000,0
1369.0,1,1,1,100000,1
1000.0,0,1,10,2200000,5
6845.0,0,0,0,40000000,1
300.0,0,0,0,1800000,1
855.625,3,1,0,6500000,1
1471.675,0,0,0,850000,1
4107.0,0,0,0,1350000,1
1026.75,3,1,1,12500000,1
1369.0,2,1,3,14999,1
1540.125,0,0,0,6000000,1
5133.75,7,5,8,70000000,5
3645.0,0,0,0,3800000,1
800.0,0,0,0,1700000,1
1197.875,2,1,4,14200000,0
600.0,0,0,0,1300000,1
700.0,0,0,0,1000000,1
1540.125,0,0,0,2500000,1
1668.46875,0,0,0,2800000,1
2395.75,0,0,0,1400000,1
8.0,0,0,0,55000000,1
2053.5,0,0,0,30000000,1
1095.2,2,1,2,12800000,1
1882.375,0,0,0,25000000,1
1112.3125,0,0,1,12500000,1
1711.25,0,0,0,4500000,1
1369.0,0,0,0,23000000,1
684.5,0,0,0,15000000,1
6203.28125,0,0,0,1600000,1
1369.0,0,0,1,25000000,1
1711.25,0,0,0,2300000,1
3272.765625,0,0,0,4500000,1
1026.75,9,4,0,39000000,0
14580.0,0,0,0,1300000,1
5540.171875,0,0,0,950000,1
1779.7,0,0,0,1650000,1
1369.0,0,0,0,20500000,1
1437.45,0,0,0,2100000,1
1369.0,0,0,0,2100000,1
1454.5625,10,3,2,27500000,0
1369.0,0,0,0,1650000,1
1155.09375,4,3,0,22835000,0
1026.75,9,3,0,16500000,0
1369.0,0,0,0,2100000,1
1369.0,0,0,0,1600000,1
12663.25,0,0,0,600000,1
1796.8125,5,4,2,32000000,0
27380.0,0,0,0,2500000,1
10952.0,0,0,0,650000,1
6845.0,0,0,0,12000000,1
3764.75,6,5,5,42000000,0
1540.125,3,2,4,50000,0
2840.675,0,0,0,66000000,1
1369.0,0,0,0,1850000,1
1822.5,0,0,0,600000,1
1369.0,0,0,0,1200000,1
1060.975,4,3,0,17000000,0
5989.375,0,0,0,3500000,1
1095.2,3,3,0,13000000,0
1882.375,0,0,0,1500000,1
76664.0,10,10,30,700000,5
10952.0,4,4,0,225000,0
600.0,0,0,0,1100000,1
1197.875,10,0,0,19500000,0
1197.875,0,0,0,2900000,1
3272.765625,0,0,0,4500000,1
